gene_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
Acp2,3417,3929,3373,2223,2701,2380,2895,3085,3277,2361,4799,3833
1700010B08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Chrna4,2,4,0,5,5,2,0,7,9,8,3,4
Mir3098,0,0,0,0,0,0,0,0,0,0,0,0
Chrna1,13,18,12,0,16,12,18,10,0,13,31,13
Acoxl,11,12,0,2,9,8,15,2,7,0,12,3
Mir3091,4,4,3,5,3,5,2,5,12,5,7,3
Zfyve19,455,465,411,340,371,283,342,357,435,287,625,462
Matn4,731,654,707,584,505,570,492,552,420,240,589,743
Klhl23,271,249,194,128,226,159,207,247,320,196,355,195
Tmco5,0,0,0,0,0,0,0,0,0,0,0,0
Enkur,12,24,6,10,6,8,17,15,7,6,24,25
Ube2v1,2834,3078,2653,2157,2628,2178,2569,3505,4116,2610,5451,3015
Tfap2c,0,0,0,0,0,0,0,0,0,0,0,0
Mir684-1,60,97,46,50,148,63,55,68,96,79,113,76
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0
Spred1,2392,2533,2158,1606,2252,2034,2047,2752,3219,2031,4202,2487
BC029214,511,570,439,468,464,382,373,344,349,293,544,486
Rag2,0,0,0,0,0,0,0,0,0,0,0,0
Rag1,0,0,0,0,0,0,0,0,0,0,0,0
Upf2,1147,1297,1083,873,1027,947,1139,1046,1182,786,1800,1294
Actr5,332,354,284,283,233,217,253,189,245,169,517,346
Btbd3,3042,2997,1686,1792,2288,2236,2177,1933,1739,1577,2863,3039
Adamtsl2,24929,14989,14360,11050,17600,16656,19323,16163,11013,15602,28561,14409
Kiz,677,826,664,526,601,537,592,612,620,418,826,751
Galnt13,0,0,0,0,0,0,0,0,0,0,0,0
Frzb,13,45,71,49,13,21,44,56,112,34,40,59
Mtg2,452,530,439,363,358,337,341,377,387,238,534,473
Mllt10,1360,1420,1302,1049,1060,1093,1209,1177,1113,880,1954,1408
AU019990,0,0,0,0,0,0,0,0,0,0,0,0
Kin,297,422,291,283,325,237,280,272,290,195,469,295
Mir695,0,0,0,1,0,0,0,0,0,1,0,0
Mir126,0,0,0,0,0,0,0,1,0,0,1,0
Kif16b,883,1024,870,568,682,676,814,728,879,609,1080,982
Phgr1,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,11464,13085,11070,8798,9219,8475,9234,9809,7992,9396,17572,11961
AI646519,0,0,4,0,0,0,2,0,0,0,0,0
Fibin,1272,1291,1372,1143,1174,1331,1147,1316,1174,1026,2030,1693
Ddx31,263,295,299,222,286,201,313,345,338,217,529,270
Catsper2,31,41,39,36,37,33,26,25,43,30,68,29
Olfr259,0,0,0,0,0,0,0,0,0,0,0,0
6530402F18Rik,482,508,491,392,314,339,351,414,469,246,638,533
Pnpla7,574,634,602,564,507,468,383,494,525,483,848,740
Lcn10,0,0,0,0,0,0,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0,0,0,0,0,0,0
Bambi-ps1,37,51,22,25,34,33,21,27,22,14,45,34
Slc39a12,0,0,0,0,0,0,0,0,0,0,0,0
Slc39a13,2304,2153,2055,1657,2213,1601,1980,2176,2639,1470,3592,2249
Nsun6,185,264,174,155,128,153,179,201,181,136,340,196
Nacc2,1549,1451,1386,1016,1362,1299,1614,1390,1590,1034,2458,1639
Adrm1,1834,1948,1640,1535,1617,1260,1534,2035,2199,1549,3475,1806
Lrrc4c,14,22,11,17,13,13,4,33,53,38,43,12
Hoxd8,2,17,5,14,24,2,7,5,10,3,0,16
Hoxd9,0,4,0,0,0,0,0,0,0,0,0,0
Hoxd4,0,6,0,5,2,0,3,1,4,0,0,6
Eef1a2,6,11,18,30,3,15,7,6,8,0,0,21
Zfp120,285,337,253,197,269,211,207,293,275,204,391,285
Hoxd3,41,39,36,35,31,21,29,31,36,24,62,48
Il1f9,0,0,0,9,3,0,0,0,6,6,18,0
Il1f8,0,0,0,0,0,0,0,0,0,0,0,0
Rabl6,2255,2490,2172,1872,1942,1578,1944,2055,2422,1501,3519,2331
Slc30a4,1209,1343,1174,874,1093,1076,1196,1301,1101,963,1652,1399
Mybl2,23,15,22,33,28,24,16,165,395,136,244,31
Ckap2l,20,27,9,13,37,9,24,362,768,362,526,19
Il1f5,0,0,0,0,0,0,0,0,0,0,0,0
Pank2,1186,1371,1125,1128,1249,1102,1284,1150,1255,813,1866,1299
Bpi,0,0,0,0,0,0,0,0,0,0,0,0
Ucma,0,0,0,0,0,0,0,0,0,0,0,0
Frmd4a,1512,1520,1150,954,1165,962,1190,1448,1725,1206,2142,1327
Olfr347,0,0,0,0,0,0,0,0,0,0,0,0
Gm5424,104,184,196,116,127,122,0,208,344,104,262,143
Crls1,361,433,288,281,391,318,401,410,456,322,588,378
Cables2,1017,975,1018,793,910,672,943,912,947,623,1543,1013
Pcna,1478,2115,1636,1183,1335,1293,1507,2317,3282,1789,3295,1683
Fbn1,56011,55810,50001,45874,58182,48795,71950,76858,93097,68373,136481,60763
Mcts2,125,166,103,109,109,86,117,143,126,115,266,118
Nup188,1591,1676,1512,1146,1397,1243,1435,1897,2473,1404,3368,1602
Prokr2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0,0,0,0,0,0,0
Lpin3,1059,1049,843,880,769,719,743,681,675,601,1131,1006
Mir467a-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0,0,0,0,0,0,0
A930006I01Rik,0,2,0,0,3,0,0,0,0,0,0,0
Cse1l,1405,1519,1212,937,1387,1155,1407,1824,2284,1310,2479,1482
Zmynd19,296,362,271,231,314,257,309,353,464,255,584,307
Tpx2,50,55,53,20,60,24,64,654,1462,643,995,42
Bub1b,105,131,64,88,83,81,89,545,1162,465,749,148
Sdcbp2,0,6,15,0,12,0,3,8,7,12,22,13
1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm14092,0,0,0,0,2,0,0,0,0,0,3,0
Hspa12b,709,740,604,673,778,630,684,461,501,378,715,733
Ppp1r26,211,183,204,130,163,126,140,183,209,119,305,202
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a3,29568,33950,25305,19919,23368,24542,23619,19313,14496,16878,31761,30274
Olfr1123,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a1,579,740,647,691,631,549,548,563,648,480,862,807
Olfr1089,0,0,0,0,0,0,0,0,0,0,0,0
Cpxm1,14836,20882,16054,11182,16175,10965,12699,17079,19722,11809,23106,17179
Myl9,1575,1667,1365,1089,1815,1167,1744,1289,1917,1209,2042,1207
Olfr1245,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0
Gorasp2,4299,4750,4077,3076,3666,3083,3876,4907,5467,3725,7914,4441
Olfr1248,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0
Abca2,2424,2935,2471,2110,2231,1930,2197,1259,1404,917,1997,2818
Olfr52,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc24,250,254,209,200,218,184,200,270,259,183,256,274
Hnf4a,0,0,0,0,0,0,0,0,0,0,0,0
Csrp2bp,893,843,827,690,786,739,770,871,1058,673,1415,881
Cdan1,886,1100,841,939,1007,727,1018,843,867,692,1490,1105
Hspa5,31320,38240,35863,22431,26766,22742,25612,39394,41892,19708,62748,31306
Abcb11,0,0,0,0,0,0,0,5,0,0,8,0
Fam83c,0,0,0,0,0,0,3,0,2,5,8,0
Pigu,622,763,627,420,643,465,590,677,810,498,1042,736
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0
Caprin1,4739,5081,4633,3488,4388,3965,4575,7114,6696,4996,10389,4950
H2afb1,1,0,0,0,0,1,1,2,0,1,0,0
Acss2,991,1274,1061,749,781,760,751,738,734,523,1053,1147
Acss1,132,190,107,95,89,93,109,116,109,52,134,100
B230118H07Rik,297,452,369,208,362,238,299,352,394,212,437,401
Ciao1,1150,1347,1198,960,977,882,975,1070,1215,848,1545,1378
Nespas,0,0,0,0,4,0,0,0,14,3,4,0
Arhgap15,120,155,140,82,103,85,96,77,72,64,146,149
Tpd52l2,2440,3111,2742,1988,2257,1963,2255,2196,2287,1577,3296,3015
Tox2,3,4,9,0,11,0,7,5,4,10,12,8
Scrn3,387,510,373,294,327,321,300,331,366,236,438,392
Ptpn1,2293,2300,2081,1747,1931,1592,1933,2478,2821,1691,4427,2265
Rab14,3518,4118,3273,2448,3665,2946,3248,3799,4107,2798,5303,3723
Mir3087,0,0,0,0,0,0,1,0,0,0,0,0
Accsl,0,0,0,0,0,0,0,0,0,0,0,0
Orc4,593,691,511,397,674,574,572,639,575,491,762,636
Mir3088,0,0,0,0,0,0,0,0,0,0,0,0
Vapb,3542,3948,3379,2460,3434,2719,3267,2945,3324,2204,4515,3540
Ctnnd1,7995,7708,6869,5038,5800,5797,6842,6969,7762,4986,11021,8094
Gdf5,0,0,0,0,3,0,0,0,3,0,0,0
Cd302,4425,6108,4865,3530,4441,4145,4546,3844,3490,3015,6619,5395
Rad51,46,29,21,23,27,27,39,154,328,161,239,35
Mfap1b,2777,3119,2873,2011,2161,2007,2217,1976,2183,1473,3238,2997
Mfap1a,3246,3710,3403,2374,2597,2407,2628,2404,2674,1803,3841,3533
Lypd6,0,0,2,0,0,0,0,3,0,0,0,0
Rbl1,170,292,222,154,132,128,188,446,738,460,682,232
Sptan1,16247,19915,16644,12766,15205,12909,16615,15488,17083,12495,28867,19048
Mir7665,0,1,0,1,0,0,0,0,0,0,0,0
Fmn1,265,353,320,242,213,183,253,337,525,303,527,333
Serping1,102375,124223,113331,88455,99358,90215,102028,109856,98651,96128,207290,122939
Hypk,887,1100,993,737,937,638,822,1087,1311,922,1728,979
Zfp341,226,185,155,130,132,118,149,157,154,121,245,191
Skida1,113,128,104,100,74,82,89,76,112,89,190,116
Epb4.1l1,1460,1787,1442,1110,1225,1136,1455,1288,1799,964,2003,1716
Zfp345,4,0,0,0,5,0,0,0,0,2,6,0
Nrarp,21,16,16,10,8,11,7,11,8,3,10,18
Nxt1,212,293,237,201,216,184,195,331,373,224,487,282
Rnf208,24,21,23,23,16,10,11,7,5,14,24,23
Sh2d3c,212,234,212,211,185,199,109,178,133,140,367,303
Tmem8c,36,22,21,11,23,18,32,66,33,72,140,13
Sycp2,0,6,3,0,0,0,0,2,0,0,4,0
Dlx1,0,0,0,0,0,0,0,0,0,0,0,0
Dlx2,0,0,0,0,0,0,0,0,0,0,0,0
Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0,0,0,4,0
Ap5s1,371,427,322,310,291,254,293,373,343,283,562,369
Fcna,0,0,0,0,0,0,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0,0,2,4,0,0,0
Sgk2,0,0,0,0,0,0,0,0,0,0,0,0
Ctsa,6016,7104,6722,5187,5409,4591,5391,5568,6315,4008,8131,6842
Vav2,1609,1557,1371,1044,1065,1091,1200,1467,1536,1260,2945,1608
Ctsz,5993,7081,6714,5195,5617,4818,5707,5112,5750,3600,7593,6970
Rexo4,962,1052,960,814,832,717,832,904,1087,604,1704,1035
Gpr176,231,402,393,220,221,115,190,960,1350,692,1437,308
Metap1d,664,876,695,697,675,502,700,561,494,402,1030,659
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
Cenpb,5272,5357,4614,3905,4893,3919,4861,4414,5341,3914,6807,4905
Hoxd10,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd11,0,0,0,0,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0,0,0,0,0
Rpusd2,91,103,117,79,81,81,76,97,80,70,163,113
Ckap5,1892,2206,1878,1378,1666,1455,1830,2002,2757,1798,3566,2076
Bbs5,183,266,209,157,195,175,181,185,184,143,268,230
Ptges2,400,441,354,350,365,328,401,519,535,344,821,442
Nudt5,253,284,282,213,239,185,214,405,534,287,586,276
Scn9a,64,0,0,0,0,0,0,39,0,21,0,0
Trim69,5,15,10,4,7,5,8,34,20,18,44,3
Prkra,572,735,581,460,572,451,556,658,686,488,925,658
Fbln7,276,867,870,698,370,390,408,322,327,186,295,789
Accs,436,532,414,350,360,286,296,335,301,269,664,460
Olfr1272,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,33385,36667,29949,23439,30601,24612,29522,29678,34633,22400,43583,33184
Pkn3,31,21,6,20,28,9,11,63,125,46,106,26
Evx2,0,0,0,0,0,0,0,0,0,0,0,0
Ythdf1,1835,1944,1693,1413,1593,1474,1667,1748,1946,1286,2632,1884
Napb,115,148,104,88,92,97,94,83,72,76,138,117
Snrpb,3101,3776,3156,2597,2960,2432,2772,3412,3989,2441,5161,3474
Ppp1r1c,0,0,0,0,0,0,0,0,0,0,0,0
4930529M08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir7674,2,1,3,2,2,1,2,1,1,2,2,2
Spata5l1,198,148,179,161,166,128,155,186,220,106,269,147
Mir7678,0,1,1,1,0,1,0,1,1,1,1,1
Angpt4,171,186,174,147,222,207,197,114,122,73,139,212
Fam171a1,6276,6106,5484,3750,5002,4411,5177,5063,5014,3451,6891,6188
4930440I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15a,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15b,0,0,0,0,0,0,0,0,0,0,0,0
Cds2,6043,2603,5796,4421,4855,4941,5319,4373,3941,3261,7718,7252
Slc2a10,1121,1280,1046,848,1106,848,1040,1097,1047,737,1700,1104
Cox4i2,5,8,6,0,5,12,14,13,18,5,16,14
Scn2a1,612,582,542,403,460,399,541,375,414,283,565,664
Fam107b,140,176,154,153,174,195,234,171,220,161,258,215
Alkbh3,484,650,461,438,416,339,423,528,529,450,868,537
Entpd6,164,221,180,159,188,138,185,230,331,184,395,167
Esf1,572,793,549,411,503,451,538,595,659,533,990,620
Entpd2,2609,3433,3918,4325,3462,4047,4073,1680,1908,1363,2182,4386
Hspa14,788,1005,824,645,699,581,792,1005,1206,804,1746,839
Entpd8,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb43,688,754,646,555,626,428,485,519,620,410,941,693
Tor1a,818,945,849,659,766,674,726,804,902,560,1161,859
Zbtb46,190,196,208,210,165,163,167,203,239,147,398,202
Tor1b,2349,2666,2451,1831,1989,1746,2005,2104,2298,1475,3224,2601
Map1lc3a,2755,2973,2429,2110,2237,2120,2510,1768,1680,1299,2646,2776
Olfr1257,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0
Cyct,0,0,0,0,0,0,0,0,0,0,0,0
Gpat2,2,0,5,0,5,0,7,2,15,2,0,2
Olfr1259,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0
Gm14405,0,0,0,0,0,0,0,37,25,0,0,0
Gm14403,869,1295,791,587,1004,583,712,824,744,712,1265,905
A930004D18Rik,257,202,204,143,190,173,215,240,273,213,363,214
Necab3,17,27,13,39,38,22,26,14,23,25,28,48
Phyhd1,1548,1886,1409,1408,1248,1055,1106,1124,817,892,2487,1636
Slc9a8,1337,1680,1281,1241,1195,906,1058,1099,1089,868,2017,1410
Nsmf,3064,3324,3031,2640,2746,2175,2502,2442,2447,1798,3894,3245
Mgme1,400,456,495,340,438,315,364,312,371,198,449,510
Elmo2,3347,3455,3012,2747,3016,2681,3224,2691,3093,1870,4498,3529
4930555B11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a3,0,0,0,0,0,0,0,0,0,0,8,2
Pramel6,0,0,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0,0,0
9630028H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ctnnbl1,955,986,830,718,809,661,770,846,962,641,1468,981
Lrrc8a,2205,2077,1954,1689,1876,1675,1843,2012,2209,1620,3586,2217
Mavs,1209,1375,1123,930,1054,923,1052,963,1066,720,1535,1260
Pofut1,3659,4167,3696,2665,3405,2858,3262,2871,3031,2090,4201,4391
Taf3,784,764,721,477,537,544,608,524,524,394,879,733
Sqrdl,2877,3730,3163,2353,2594,2533,2737,2231,2111,1694,3610,3650
Mastl,10,23,11,20,16,11,25,114,256,150,155,31
Gtsf1l,4,0,5,0,0,0,0,0,2,0,6,0
Phospho2,354,499,423,311,372,319,346,392,409,261,565,432
Anapc1,4996,5963,4883,3751,4378,3845,4732,5235,6276,4218,8518,5670
Fam217b,179,197,154,95,102,115,141,159,176,125,243,208
Lcn11,0,0,0,0,0,0,0,0,0,0,0,0
Mir3967,0,0,0,0,0,0,0,0,0,0,0,0
Mal,4,4,2,0,5,0,7,3,5,0,6,5
Mir3963,0,0,0,1,0,0,0,0,0,0,0,0
Slc28a2,0,0,0,0,0,0,0,0,3,0,3,2
Etohi1,518,693,358,347,383,353,306,374,367,301,751,372
Eif6,1236,1383,1212,996,1070,932,1117,1714,2214,1365,2998,1309
Gm13293,29,24,17,5,17,10,15,21,24,26,55,22
AA467197,0,0,0,2,0,0,2,62,113,70,112,6
Rbm43,699,1002,768,605,665,549,681,718,774,564,1114,849
Aplnr,54,49,52,31,40,31,16,40,38,23,54,76
Rbm45,606,615,524,468,443,396,437,608,691,411,844,569
Rapgef4,103,87,78,62,51,63,48,25,32,22,41,119
Rapgef1,3544,3771,3418,2878,3248,3015,3333,3303,3582,2541,5425,4061
Ppdpf,785,886,769,618,772,571,691,699,831,432,963,879
Nostrin,478,501,463,280,341,293,355,309,265,278,561,456
Dpp4,287,585,494,953,620,616,566,321,264,234,336,1046
Dpp7,1205,1603,1584,1321,1229,1077,1157,941,1078,679,1412,1675
Ptpmt1,483,618,500,350,437,398,442,492,585,429,814,566
Prnd,0,0,0,0,0,0,0,0,0,0,0,0
BC061194,15,18,8,0,0,4,0,3,0,0,0,7
Foxa2,8,5,3,8,7,4,6,5,3,3,6,0
Disp2,15,11,13,7,4,26,7,31,35,34,74,29
Sp9,0,0,0,0,3,0,0,0,0,0,0,0
Mir1902,1,1,1,1,1,1,1,1,1,1,1,1
Ccdc32,490,600,489,338,425,349,452,404,422,302,698,570
1700084E18Rik,4,9,1,4,5,1,4,8,8,9,12,5
Sp3,3259,2973,3002,2179,1900,2579,3065,2739,3018,2109,4163,3491
Epc2,1336,1634,1407,1092,1179,1215,1222,1193,1128,918,1763,1510
Sp5,0,6,0,4,0,0,3,7,26,5,3,0
Ccdc34,269,360,297,231,231,234,237,334,523,284,466,311
Csrnp3,0,5,7,6,3,7,7,4,0,5,4,11
Col5a1,37136,29184,29576,26448,34139,30742,40959,49543,67513,35238,68888,32484
Macrod2,75,74,70,45,82,66,86,64,84,43,95,71
Gtf3c5,1223,1323,1092,879,903,851,920,1039,1108,502,1742,1237
Gtf3c4,1401,1486,1475,1053,1198,1016,1265,1488,1778,918,2028,1500
Coq4,183,207,162,155,119,131,147,184,264,157,298,202
Ttll11,27,23,29,13,10,16,5,18,30,19,39,22
Pxmp4,688,855,702,520,577,587,652,582,614,452,776,806
Mc3r,0,0,0,0,0,0,0,0,0,0,0,0
Endog,154,194,213,156,139,149,137,119,123,103,246,206
Tbr1,0,0,0,0,3,0,0,0,0,0,2,0
Gm561,115,175,137,107,124,119,140,126,132,107,174,174
Surf1,1263,1555,1262,973,1027,936,1039,940,842,750,1601,1482
Trpm7,2621,3149,2569,2135,2453,2206,2764,2683,2884,2403,4387,2920
AU015228,62,76,55,40,41,42,40,64,73,40,99,64
Surf4,8261,9230,8216,5762,7301,6242,7941,11596,13577,8302,19231,8680
Surf6,502,558,523,446,482,382,457,545,638,400,941,544
Katnbl1,367,447,343,323,415,334,439,391,426,365,568,406
Cops2,951,1190,988,1077,1572,1003,909,1260,1379,943,1667,1049
Kcnq2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa2,645,531,443,257,611,179,386,276,297,140,167,361
Mir10b,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,0,8,23,10,0,0,0,178,299,60,58,3
4930412B13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zfp106,5753,5967,5342,3938,4479,4434,5140,4900,5434,3858,8654,6046
Hck,17,10,0,5,3,4,12,33,68,48,123,4
Wipf1,2889,2692,2533,2295,1359,2541,2755,2163,2431,1813,3252,2909
Cobll1,373,386,401,296,254,286,250,251,341,215,487,472
Sel1l2,0,0,0,0,0,0,0,0,0,0,0,0
Ralgapb,2430,2746,2322,1929,2137,2008,2460,2154,2352,1796,3566,2665
Prex1,308,289,360,329,259,358,280,242,266,281,387,356
Ube2l6,1374,1856,1510,1065,1410,1215,1396,2307,2735,1975,4036,1719
Olfr348,0,0,0,0,0,0,0,0,0,0,0,0
Gm3230,39,39,24,30,26,28,40,16,19,17,34,36
Olfr346,0,0,0,0,0,0,0,0,0,0,0,0
Olfr345,0,0,0,0,0,0,0,0,0,0,0,0
Olfr344,0,0,0,0,0,0,0,0,0,0,0,0
Echdc3,266,271,184,171,206,139,179,160,155,127,234,228
Olfr342,0,0,0,0,0,0,0,0,0,0,0,0
Olfr341,0,0,0,0,0,0,0,0,0,0,0,0
Olfr340,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0
D330023K18Rik,50,58,54,44,58,41,64,39,39,45,61,51
Cep250,1503,1843,1429,1403,1343,1169,1340,1173,1352,986,2216,1631
Sec61a2,604,742,541,575,590,521,615,716,626,524,1127,671
Mir297a-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0,0,0
Dync1i2,2816,3122,2861,2018,2426,2284,2786,3034,3486,2355,5171,3192
E130215H24Rik,0,0,0,0,0,0,0,0,0,0,0,4
Rbms1,3730,3931,3711,2499,2423,2774,3041,3617,3922,2980,6689,4083
Ttn,16,23,10,9,4,12,17,9,10,15,32,21
Ttl,1374,1413,1322,1009,1127,1050,1286,1037,1160,706,1413,1377
Jag1,302,532,538,520,452,563,618,407,520,370,626,626
Chst14,1651,1747,1618,1117,1376,1132,1399,1366,1502,1063,2024,1734
Hoxd1,0,0,0,0,0,0,0,0,0,0,0,0
0610039K10Rik,7,9,6,3,7,6,5,13,7,9,10,6
4930583P06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13547,0,6,3,10,2,0,5,0,0,0,5,0
Snord57,7,10,6,6,5,3,5,3,2,6,13,8
Gm13544,0,0,0,0,0,0,0,0,0,0,0,0
Pex16,441,510,416,371,391,368,340,387,370,290,670,534
Nek6,755,721,659,505,658,528,727,1703,2054,1276,3121,667
Bloc1s6,524,645,548,424,445,393,442,562,709,456,919,631
A330069E16Rik,9,16,7,11,6,10,12,12,7,10,23,12
Ypel4,160,156,166,154,125,140,97,72,38,62,88,177
Zmynd8,2597,2552,2186,1829,1854,1672,1849,2158,2628,1740,3618,2452
Eif3m,1579,2058,1758,1263,1687,1510,1689,2087,2291,1597,3357,1908
Gm14057,76,90,62,69,89,80,89,57,75,23,98,70
Prnp,4087,5608,4897,3958,4101,3974,4230,3319,3333,2487,4625,4979
Fer1l4,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1269,0,0,0,0,0,0,0,0,0,0,0,0
4931402G19Rik,4,9,7,9,5,3,5,3,2,6,13,5
Atp8b4,3,25,14,5,6,4,9,11,18,10,29,9
Olfr1262,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0,0,0,0,0,0,0
Snord14a,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1264,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1265,0,0,0,0,0,0,0,0,0,0,0,0
Paupar,0,0,1,0,0,0,0,0,0,0,0,0
F2,0,0,0,0,0,0,0,0,0,0,0,0
Gm13889,11942,9031,8451,6948,7445,7705,7745,6701,3856,4185,14631,9494
Chn1os3,25,28,18,20,28,21,22,27,40,53,81,18
Bpifa3,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa1,236,288,500,4,184,712,42,217,188,0,218,197
Bpifa6,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo3,2062,2377,1969,1349,1815,1619,1740,1645,1818,1469,2631,2179
Mroh8,6,0,0,0,0,0,0,0,4,0,7,0
Msrb2,505,618,505,418,503,337,448,327,272,228,431,533
Ass1,26,24,8,31,22,21,129,24,33,66,31,90
Gyltl1b,0,4,0,0,0,0,0,0,3,0,0,0
