Peak id	Log FC	P-value	Adjusted P-value	Log Odds
1586	0.02	0.946	0.9742	-7.4365
1587	-0.08	0.5622	0.7685	-7.2381
1588	-0.05	0.7005	0.8477	-7.3506
1589	0.01	0.9899	0.9943	-7.4392
1590	0.18	0.5475	0.7545	-7.2226
1591	0.52	0.0936	0.2996	-5.7595
1592	0.36	0.3274	0.5985	-6.8653
1593	0.73	0.011	0.0756	-3.5947
1594	0.31	0.1999	0.475	-6.4564
1595	0.25	0.282	0.5583	-6.7466
1596	-1.59	0.0123	0.0803	-3.7107
1597	-0.1	0.6495	0.8186	-7.3156
1598	0.35	0.097	0.3076	-5.7941
1599	-0.12	0.35	0.6115	-6.9164
1600	-0.69	0.0312	0.1561	-4.6725
1601	1.48	0.0025	0.0312	-2.016
1602	0.43	0.1846	0.4558	-6.3864
1603	-1.53	0.0027	0.0325	-2.1163
1604	-0.52	0.3514	0.6122	-6.9196
1605	0.61	0.0158	0.0977	-3.9716
1606	0.31	0.4057	0.6561	-7.0254
1607	-0.01	0.9675	0.9848	-7.4383
1608	-0.61	0.0848	0.2827	-5.6656
1609	-0.24	0.1061	0.326	-5.8787
1610	1.64	0	0.0014	3.1755
1611	-1.66	0	0.0019	2.8883
1612	-0.27	0.2484	0.5267	-6.6421
1613	0.2	0.5117	0.7337	-7.1815
1614	0.58	0.1051	0.3246	-5.8702
1615	0.38	0.0551	0.2182	-5.2435
1616	0.08	0.7464	0.8714	-7.3766
1617	0.4	0.096	0.3052	-5.7841
1618	0.18	0.1685	0.4303	-6.3053
1619	0.11	0.3454	0.6094	-6.9064
1620	-0.35	0.2509	0.5277	-6.6507
1621	-0.72	0.1296	0.3728	-6.0661
1622	-0.2	0.4385	0.6814	-7.0799
1623	0.48	0.0603	0.2306	-5.3325
1624	-0.08	0.5646	0.7703	-7.2406
1625	0.3	0.2631	0.54	-6.6898
1626	-0.03	0.7881	0.8939	-7.396
1627	-0.08	0.7823	0.8905	-7.3935
1628	-0.66	0.2436	0.5213	-6.6257
1629	-0.6	0.0545	0.217	-5.2333
1630	-1.49	0.0116	0.0776	-3.6444
1631	0.28	0.525	0.7422	-7.1973
1632	-0.48	0.0744	0.261	-5.5389
1633	-0.06	0.8047	0.9017	-7.4027
1634	0.2	0.3926	0.6434	-6.7739
1635	0.49	0.251	0.5277	-6.651
1636	0.12	0.6776	0.8358	-7.3357
1637	-0.9	0.0343	0.1653	-4.7678
1638	0.24	0.2964	0.571	-6.7867
1639	0.16	0.4571	0.6923	-7.1082
1640	0.35	0.2515	0.5278	-6.6524
1641	-0.09	0.4452	0.6854	-7.0904
1642	0.18	0.4127	0.6616	-7.0375
1643	0.13	0.619	0.8041	-7.2912
1644	0.03	0.7728	0.8845	-7.3893
1645	0.13	0.3112	0.5817	-6.8255
1646	-0.06	0.8359	0.9189	-7.4136
1647	-0.22	0.5191	0.7396	-7.1903
1648	0.28	0.1135	0.3423	-5.9428
1649	0.44	0.0523	0.2119	-5.1919
1650	0.05	0.738	0.8667	-7.3723
1651	0.64	0.0037	0.0383	-2.4278
1652	-0.39	0.289	0.5632	-6.7664
1653	0.55	0.1347	0.3814	-6.1015
1654	0.15	0.5822	0.7787	-7.258
1655	0.14	0.748	0.872	-7.2991
1656	-0.01	0.9799	0.9912	-7.4389
1657	-1.38	0.0032	0.0356	-2.2708
1658	0.24	0.266	0.5407	-6.6988
1659	-0.22	0.1873	0.4583	-6.3993
1660	-0.04	0.9078	0.9561	-7.4313
1661	-0.12	0.7719	0.8842	-7.3889
1662	0.26	0.0697	0.2512	-5.4746
1663	-0.57	0.0859	0.2847	-5.6774
1664	-0.79	0.0049	0.045	-2.7392
1665	0.26	0.3101	0.5817	-6.8226
1666	-0.88	0.0143	0.0907	-3.8637
1667	0.05	0.6403	0.815	-7.3085
1668	-1.4	0.004	0.0395	-2.5252
1669	0.61	0.0678	0.2465	-5.3218
1670	0.13	0.5685	0.7725	-7.2446
1671	-1.07	0.0839	0.2808	-5.6545
1672	-0.2	0.5521	0.7585	-7.1453
1673	-0.11	0.6686	0.8322	-6.8621
1674	0.32	0.2678	0.5432	-6.7044
1675	0.87	0.0526	0.2123	-5.1976
1676	0.21	0.5098	0.7325	-7.1791
1677	-0.45	0.0333	0.1624	-4.5967
1678	-0.09	0.357	0.6177	-6.9314
1679	-0.73	0.0019	0.0261	-1.7017
1680	0.11	0.7104	0.8513	-7.3567
1681	0.05	0.7208	0.858	-7.3628
1682	0.52	0.0023	0.0296	-1.9398
1683	0.24	0.4098	0.6596	-7.0325
1684	0.35	0.2956	0.5704	-6.7847
1685	-0.04	0.8965	0.9496	-7.4291
1686	-0.47	0.1494	0.4048	-6.1966
1687	0.43	0.2094	0.4825	-6.4967
1688	0.46	0.2548	0.5312	-6.5671
1689	0.35	0.0706	0.2523	-5.4878
1690	0.32	0.3107	0.5817	-6.8243
1691	-0.27	0.5696	0.773	-7.2456
1692	1.93	0.0003	0.0078	0.3099
1693	0.02	0.9	0.9516	-7.4298
1694	0.14	0.7103	0.8513	-7.3567
1695	-0.24	0.3694	0.6274	-6.868
1696	-0.38	0.072	0.2561	-5.3828
1697	-0.36	0.3915	0.6434	-6.9997
1698	-0.38	0.2324	0.511	-6.5861
1699	-1.08	0.0045	0.0426	-2.1948
1700	0.12	0.6151	0.8017	-7.2878
1701	0.01	0.9516	0.9774	-7.4371
1702	0.24	0.4648	0.7008	-7.1193
1703	-0.48	0.0682	0.2477	-5.4535
1704	-0.22	0.1337	0.3799	-6.0952
1705	-0.79	0.052	0.2119	-4.8567
1706	0.21	0.4389	0.6817	-7.0805
1707	0.25	0.3407	0.6063	-6.896
1708	0.19	0.3613	0.6228	-6.9404
1709	0.26	0.5264	0.7438	-7.199
1710	0.21	0.4526	0.69	-7.1015
1711	0.26	0.5383	0.7515	-7.2125
1712	0.21	0.3521	0.613	-6.921
1713	0.21	0.363	0.6239	-6.9439
1714	0.25	0.6555	0.8226	-7.32
1715	0.42	0.4109	0.6607	-7.0345
1716	0.16	0.5006	0.7256	-7.1676
1717	0.16	0.4095	0.6596	-7.0321
1718	0.26	0.4221	0.6695	-7.0534
1719	0.07	0.6422	0.8162	-7.31
1720	0.31	0.3136	0.5841	-6.8316
1721	0.46	0.0702	0.2518	-5.4815
1722	-0.35	0.4054	0.656	-7.0249
1723	0.03	0.8104	0.9023	-7.4048
1724	0.21	0.3101	0.5817	-6.8226
1725	0.38	0.2835	0.5589	-6.751
1726	-0.07	0.6486	0.818	-7.3149
1727	0.39	0.1353	0.3827	-6.1062
1728	0.42	0.1546	0.4123	-6.2281
1729	0.2	0.2418	0.5203	-6.6196
1730	0.03	0.7322	0.8638	-7.3692
1731	0.11	0.438	0.6814	-7.0791
1732	0.1	0.5069	0.7307	-7.1755
1733	0.07	0.6331	0.812	-7.3028
1734	0.15	0.3884	0.6406	-6.9938
1735	0.23	0.4156	0.6638	-7.0426
1736	0.94	0.0844	0.2817	-5.6605
1737	0.46	0.1765	0.4435	-6.3467
1738	0.05	0.77	0.8835	-7.3881
1739	0.12	0.457	0.6923	-7.1081
1740	0.31	0.4546	0.6915	-7.1045
1741	0.25	0.3321	0.6014	-6.8761
1742	0.2	0.1068	0.3269	-5.885
1743	0.37	0.2108	0.4849	-6.5026
1744	0.41	0.2144	0.4907	-6.5174
1745	0.22	0.2318	0.5108	-6.5838
1746	0.38	0.3501	0.6115	-6.9167
1747	0.41	0.2226	0.5007	-6.5496
1748	0.38	0.1787	0.4467	-6.358
1749	0.34	0.0516	0.2118	-5.1783
1750	0.23	0.403	0.6538	-7.0206
1751	0.46	0.2521	0.5278	-6.6546
1752	0.25	0.3254	0.5978	-6.8604
1753	0.22	0.4488	0.6871	-7.0957
1754	0.13	0.5803	0.7785	-7.2561
1755	0.35	0.1362	0.3843	-6.1118
1756	0.28	0.3035	0.5765	-6.8057
1757	0.28	0.265	0.5407	-6.6957
1758	0.31	0.2793	0.5573	-6.7389
1759	0.2	0.301	0.5753	-6.7991
1760	0.2	0.301	0.5753	-6.7991
1761	0.3	0.4383	0.6814	-7.0796
1762	0.43	0.1187	0.3523	-5.9841
1763	0.42	0.1582	0.4169	-6.2488
1764	0.16	0.5698	0.773	-7.2458
1765	0.21	0.4141	0.6626	-7.04
1766	0.32	0.4461	0.6858	-7.0917
1767	0.35	0.1915	0.4625	-6.4191
1768	0.25	0.444	0.6851	-7.0884
1769	0.3	0.3268	0.5981	-6.8639
1770	0.39	0.1856	0.4566	-6.3914
1771	0.24	0.581	0.7785	-7.2569
1772	0.24	0.2178	0.4943	-6.5306
1773	0.08	0.6378	0.8138	-7.3065
1774	0.12	0.4008	0.6508	-7.0166
1775	0.24	0.4093	0.6596	-7.0317
1776	-0.02	0.9053	0.9545	-7.4308
1777	0.24	0.369	0.6274	-6.9563
1778	0.23	0.4615	0.6968	-7.1145
1779	0.19	0.4457	0.6856	-7.0911
1780	0.21	0.3837	0.6387	-6.9851
1781	0.18	0.2511	0.5277	-6.6512
1782	-0.77	0.1078	0.3292	-5.8943
1783	-0.5	0.2613	0.539	-6.6842
1784	-0.77	0.1425	0.3948	-6.1538
1785	-0.59	0.2593	0.5366	-6.6778
1786	-0.7	0.1587	0.4174	-6.2512
1787	-0.81	0.0707	0.2523	-5.4887
1788	-0.29	0.5423	0.7523	-7.217
1789	-1.62	0.0417	0.1841	-4.9648
1790	-0.21	0.6197	0.8041	-7.2918
1791	-0.66	0.1456	0.4018	-6.173
1792	-1.1	0.0218	0.1222	-4.1518
1793	-0.6	0.0806	0.273	-5.6162
1794	-0.39	0.3943	0.6446	-7.0048
1795	-0.71	0.1185	0.3523	-5.6968
1796	-0.37	0.3665	0.6264	-6.951
1797	-0.65	0.2141	0.4907	-6.5161
1798	-0.33	0.3373	0.604	-6.8883
1799	-0.19	0.5583	0.7645	-7.2341
1800	-0.64	0.2423	0.5209	-6.6215
1801	-0.25	0.544	0.7528	-7.2188
1802	-1.46	0.0026	0.0319	-2.0587
1803	-1.08	0.0285	0.1472	-4.578
1804	-0.46	0.2866	0.5603	-6.7597
1805	-0.55	0.2807	0.5574	-6.743
1806	-0.36	0.2727	0.5496	-6.7194
1807	-0.88	0.2066	0.4804	-6.4851
1808	-0.48	0.2074	0.4808	-6.4884
1809	-0.13	0.7623	0.8808	-7.3845
1810	0.01	0.984	0.9933	-7.439
1811	0.12	0.6167	0.8026	-7.2893
1812	-0.32	0.5511	0.7585	-7.2264
1813	-0.15	0.6298	0.8112	-7.3001
1814	0.17	0.5963	0.7884	-7.2712
1815	-0.22	0.5592	0.765	-7.235
1816	-0.06	0.8836	0.9452	-7.4264
1817	-0.84	0.0171	0.1036	-4.053
1818	-0.15	0.6028	0.7909	-7.2771
1819	-0.29	0.4222	0.6695	-6.9671
1820	0.27	0.1968	0.4695	-6.4429
1821	0.09	0.7331	0.8638	-7.3696
1822	0.24	0.281	0.5575	-6.7439
1823	0.08	0.631	0.8116	-7.3011
1824	-0.1	0.723	0.8586	-7.3641
1825	0.08	0.8172	0.9065	-7.4073
1826	-0.38	0.3954	0.6453	-7.0069
1827	-0.39	0.1948	0.4665	-6.434
1828	0.24	0.2859	0.56	-6.7577
1829	0.03	0.8926	0.9494	-7.4284
1830	-0.17	0.5578	0.7641	-7.2335
1831	-0.02	0.9637	0.9831	-7.438
1832	-0.98	0.1243	0.3629	-6.0275
1833	-0.61	0.2989	0.5741	-6.7935
1834	-0.46	0.5065	0.7307	-7.175
1835	-1.7	0.0423	0.1852	-4.9794
1836	-0.93	0.0884	0.2888	-5.5859
1837	-1.67	0.0013	0.0211	-1.2745
1838	-0.9	0.052	0.2119	-5.1863
1839	-0.98	0.0649	0.2413	-5.4043
1840	-2.81	0.011	0.0756	-2.7965
1841	-1.89	0.0037	0.0384	-2.2581
1842	-1.16	0.0137	0.0874	-3.8208
1843	-0.35	0.0319	0.1585	-4.6948
1844	-0.34	0.0366	0.1705	-4.833
1845	-1.22	0.0047	0.044	-2.7002
1846	-1.66	0.0162	0.0998	-3.9991
1847	-1.59	0.0136	0.087	-3.8134
1848	-1.65	0.0175	0.1051	-4.0761
1849	-1.22	0.0292	0.1496	-4.6028
1850	-1.24	0.0214	0.1204	-4.2856
1851	-2.1	0.0074	0.0573	-3.1725
1852	-0.88	0.0349	0.1661	-4.7861
1853	-0.86	0.0155	0.0973	-3.9536
1854	-0.44	0.0474	0.2012	-5.0937
1855	-0.38	0.0967	0.3072	-5.7914
1856	-0.76	0.0246	0.1346	-4.4296
1857	-1.57	0.0021	0.0278	-1.8469
1858	-0.38	0.0617	0.2337	-5.3553
1859	-0.91	0.0066	0.0531	-3.0461
1860	-0.75	0.0122	0.0797	-3.6976
1861	-0.85	0.0073	0.0571	-3.1606
1862	0.2	0.0366	0.1705	-4.8329
1863	0.22	0.0754	0.2627	-5.5519
1864	0.26	0.0131	0.0842	-3.7731
1865	-0.04	0.8146	0.9053	-7.4063
1866	-0.02	0.8065	0.9017	-7.4033
1867	-0.39	0.0727	0.2575	-5.5153
1868	-0.38	0.0747	0.261	-5.5429
1869	-0.42	0.0777	0.2671	-5.5804
1870	-0.26	0.5437	0.7528	-7.136
1871	-0.72	0.1896	0.4605	-6.4102
1872	-0.51	0.3106	0.5817	-6.8239
1873	-0.33	0.3668	0.6264	-6.9516
1874	0.09	0.7361	0.8665	-7.3712
1875	0.15	0.7585	0.8777	-7.3827
1876	0	0.9924	0.9953	-7.4392
1877	0.17	0.0829	0.2785	-5.6427
1878	-0.16	0.2012	0.4768	-6.4623
1879	0.63	0.3289	0.5992	-6.8688
1880	0.41	0.2706	0.5463	-6.7131
1881	0.68	0.2164	0.4929	-6.525
1882	1.41	0.0002	0.0051	0.9195
1883	1.91	0	0.0001	7.1776
1884	0.84	0.0005	0.012	-0.2692
1885	2.68	0	0.0012	3.4679
1886	0.85	0.0002	0.0064	0.5973
1887	1.57	0	0.0016	2.9617
1888	1.13	0.0001	0.0042	1.2424
1889	1.11	0.0264	0.1409	-4.503
1890	1.71	0	0.0004	5.0163
1891	1.39	0	0.0003	5.5572
1892	1.47	0.0001	0.0028	1.8731
1893	1.44	0.0001	0.0027	2.2352
1894	1.61	0.0022	0.0288	-1.0202
1895	0.06	0.508	0.7313	-7.1768
1896	0.1	0.3488	0.611	-6.9139
1897	-0.01	0.9182	0.9626	-7.433
1898	-0.03	0.8111	0.9023	-7.405
1899	-0.13	0.2426	0.5209	-6.6223
1900	0.02	0.8274	0.9131	-7.4108
1901	0.01	0.908	0.9561	-7.4313
1902	-3.58	0	0.0002	5.896
1903	-2.96	0	0.0003	5.2635
1904	-2.69	0	0.0021	2.6436
1905	0.4	0.137	0.3858	-6.1175
1906	0.59	0.0703	0.2518	-5.4835
1907	0.02	0.9627	0.9827	-7.438
1908	0.57	0.1465	0.4023	-6.1786
1909	-0.12	0.799	0.8991	-7.4005
1910	-1.05	0.0058	0.0492	-2.9086
1911	-0.97	0.0086	0.0629	-3.3298
1912	-0.9	0.0077	0.0595	-3.2211
1913	-0.77	0.007	0.0558	-3.1223
1914	-1.02	0.0026	0.0317	-2.0466
1915	-0.79	0.0068	0.0545	-3.0881
1916	-1.75	0.0062	0.0518	-2.8099
1917	-1.02	0.0546	0.217	-5.2341
1918	-0.95	0.0047	0.044	-2.7041
1919	-1.44	0.0034	0.037	-2.3536
1920	-0.69	0.1218	0.3588	-6.0086
1921	-0.93	0.0611	0.2327	-5.3451
1922	-1.66	0.0012	0.0207	-1.2072
1923	-0.97	0.003	0.0341	-2.2007
1924	0.16	0.3648	0.626	-6.9476
1925	0.18	0.3014	0.5758	-6.8002
1926	-0.11	0.6388	0.8141	-7.3073
1927	0.12	0.194	0.4653	-6.4305
1928	0.27	0.0156	0.0975	-3.9575
1929	0.4	0.0025	0.0312	-2.0173
1930	0.32	0.0091	0.0655	-3.3961
1931	0.04	0.69	0.8447	-7.344
1932	0.12	0.2625	0.5397	-6.6879
1933	0.18	0.1592	0.4183	-6.2546
1934	0.25	0.119	0.353	-5.9868
1935	0.17	0.0748	0.261	-5.5435
1936	-0.02	0.8509	0.9283	-7.4181
1937	0.21	0.0458	0.1962	-5.06
1938	0.16	0.1065	0.3269	-5.8829
1939	-0.05	0.6084	0.7957	-7.282
1940	-0.05	0.598	0.7893	-7.2728
1941	-0.07	0.3922	0.6434	-7.0011
1942	-0.04	0.6019	0.7908	-7.2763
1943	-0.01	0.9267	0.9663	-7.4342
1944	0.03	0.7026	0.8483	-7.3519
1945	-0.07	0.4785	0.7122	-7.1386
1946	0.02	0.859	0.9327	-7.4204
1947	0.11	0.2301	0.5099	-6.5777
1948	0.01	0.933	0.9684	-7.4351
1949	-0.01	0.9311	0.9677	-7.4348
1950	-0.77	0.0338	0.164	-4.7545
1951	-0.15	0.3819	0.6373	-6.9815
1952	-0.95	0.0457	0.1961	-5.0575
1953	-0.56	0.0917	0.2957	-5.7403
1954	-0.3	0.1805	0.449	-6.3666
1955	-1.67	0.0182	0.1082	-4.1204
1956	-1.43	0.0299	0.1521	-4.6269
1957	-1.14	0.027	0.1422	-4.5243
1958	-0.64	0.1012	0.3168	-5.834
1959	-2.12	0.0191	0.1125	-4.1693
1960	-0.77	0.058	0.2262	-5.2941
1961	-0.4	0.1666	0.4287	-6.2954
1962	-1.01	0.0283	0.1471	-4.4277
1963	-0.33	0.2271	0.5059	-6.5664
1964	-1.22	0.0523	0.2119	-5.1909
1965	-1.45	0.0148	0.0939	-3.742
1966	-1.89	0.0327	0.1614	-4.3671
1967	-1.02	0.0365	0.1705	-4.8302
1968	-0.55	0.0624	0.236	-5.3672
1969	-0.26	0.1009	0.3166	-5.8315
1970	-1.49	0.0163	0.0998	-3.8436
1971	-0.48	0.0703	0.2518	-5.4835
1972	-0.98	0.0241	0.1329	-4.2606
1973	-0.17	0.5885	0.7824	-7.1827
1974	0.01	0.9654	0.9836	-7.4382
1975	-0.56	0.2056	0.4799	-6.481
1976	-0.42	0.2682	0.5437	-6.7057
1977	-0.38	0.2557	0.5326	-6.6664
1978	-0.3	0.3489	0.611	-6.9141
1979	-0.18	0.5006	0.7256	-7.1676
1980	-0.55	0.2342	0.513	-6.5925
1981	-0.37	0.1686	0.4303	-6.306
1982	-0.23	0.3615	0.6228	-6.9408
1983	-0.4	0.1598	0.4191	-6.2578
1984	-0.3	0.3831	0.638	-6.9839
1985	-0.33	0.4917	0.7202	-7.1562
1986	-0.33	0.3431	0.6078	-6.9014
1987	-0.03	0.9125	0.9592	-7.4321
1988	0.01	0.9578	0.9812	-7.4376
1989	0.26	0.3258	0.598	-6.8615
1990	0.43	0.2523	0.5278	-6.6553
1991	-0.05	0.6783	0.8358	-7.3362
1992	-0.01	0.9015	0.9518	-7.4301
1993	-0.29	0.0671	0.2454	-5.4369
1994	-0.23	0.2196	0.4975	-6.5377
1995	0.5	0.1013	0.3168	-5.8353
1996	-0.26	0.3627	0.6239	-6.9433
1997	-0.76	0.0265	0.1409	-4.5058
1998	-0.04	0.9033	0.9533	-7.4304
1999	0.31	0.1892	0.4605	-6.4082
2000	3.5	0	0.0009	3.8465
2001	3.63	0	0.0001	7.7705
2002	0.58	0.0537	0.2145	-5.2171
2003	3.82	0.0004	0.0097	0.5125
2004	3.37	0	0.0005	5.0145
2005	0.03	0.9204	0.9631	-7.4333
2006	-0.32	0.3068	0.579	-6.8143
2007	-0.08	0.7687	0.8833	-7.3875
2008	0.07	0.6616	0.8273	-7.3245
2009	-0.19	0.5455	0.7532	-7.2204
2010	0.19	0.5682	0.7723	-7.2442
2011	-0.74	0.1059	0.3259	-5.8773
2012	-0.22	0.4627	0.6983	-7.1163
2013	-0.47	0.2648	0.5407	-6.6952
2014	0.13	0.7844	0.8913	-7.3944
2015	-0.35	0.3693	0.6274	-6.9568
2016	0.15	0.7073	0.8504	-7.3548
2017	0.15	0.7073	0.8504	-7.3548
2018	-0.79	0.2678	0.5432	-6.7045
2019	0.18	0.4442	0.6851	-7.0888
2020	-0.53	0.1564	0.4146	-6.2384
2021	0.23	0.4251	0.6709	-7.0584
2022	-0.26	0.3409	0.6063	-6.8965
2023	-0.11	0.6996	0.8476	-7.3501
2024	0.2	0.6496	0.8186	-7.3157
2025	-0.6	0.2646	0.5407	-6.6946
2026	0.07	0.7656	0.8821	-7.3861
2027	0.37	0.0365	0.1705	-4.8312
2028	0.29	0.0809	0.2735	-5.6196
2029	0.29	0.2055	0.4799	-6.4805
2030	4.27	0	0.0008	3.9781
2031	4.3	0	0	8.3562
2032	4.11	0	0.0019	2.5871
2033	0.26	0.0439	0.1893	-5.0159
2034	0.26	0.0439	0.1893	-5.0159
2035	2.96	0.0001	0.0042	1.7289
2036	0.04	0.7371	0.8667	-7.3718
2037	-0.04	0.6804	0.8376	-7.3376
2038	0.04	0.7026	0.8483	-7.352
2039	0.15	0.2174	0.4939	-6.5292
2040	0.03	0.7686	0.8833	-7.3874
2041	0.06	0.5138	0.7356	-7.184
2042	0.11	0.2365	0.5149	-6.6009
2043	-0.09	0.3878	0.6406	-6.9928
2044	0.18	0.1303	0.3742	-6.0714
2045	0.06	0.5779	0.7777	-7.2539
2046	0.07	0.518	0.7393	-7.1891
2047	0.12	0.2199	0.4975	-6.5388
2048	0.1	0.3327	0.6016	-6.8777
2049	0.07	0.5522	0.7585	-7.2276
2050	0.13	0.2431	0.5213	-6.624
2051	0.03	0.7278	0.8605	-7.3667
2052	0.07	0.4892	0.7196	-7.1529
2053	0.1	0.3757	0.6317	-6.9695
2054	0.11	0.2729	0.5496	-6.7199
2055	0.09	0.4306	0.6756	-7.0674
2056	0	0.9664	0.9843	-7.4382
2057	0.26	0.0385	0.176	-4.8839
2058	0.11	0.3117	0.5817	-6.8266
2059	0.17	0.1556	0.4132	-6.2335
2060	-0.05	0.5847	0.7802	-7.2604
2061	0.02	0.8312	0.915	-7.4121
2062	0.09	0.506	0.7307	-7.1744
2063	0.1	0.3254	0.5978	-6.8604
2064	0.02	0.8772	0.9426	-7.425
2065	0.11	0.2168	0.4935	-6.5268
2066	0.17	0.2046	0.4793	-6.4767
2067	0.2	0.2518	0.5278	-6.6535
2068	0.39	0.0407	0.182	-4.9405
2069	-0.19	0.1515	0.4067	-6.2094
2070	-0.15	0.2745	0.5508	-6.7248
2071	-0.18	0.3342	0.6017	-6.8812
2072	-0.2	0.0802	0.2722	-5.6109
2073	0.05	0.6396	0.8144	-7.3079
2074	0.09	0.448	0.6867	-7.0945
2075	0.06	0.5736	0.7748	-7.2496
2076	0.1	0.3279	0.5986	-6.8664
2077	-2.74	0	0.0022	2.3412
2078	-2.66	0.0001	0.0042	1.2253
2079	-1.61	0.0018	0.0257	-1.6808
2080	-3.27	0	0.0021	2.4021
2081	-3.5	0.0001	0.0033	1.5906
2082	-1.6	0	0.0001	6.787
2083	-0.21	0.448	0.6867	-7.0946
2084	-1.93	0.0019	0.0261	-0.8207
2085	-0.05	0.5807	0.7785	-7.2566
2086	-0.08	0.4116	0.6609	-7.0357
2087	-0.03	0.7807	0.8903	-7.3928
2088	0.05	0.774	0.8856	-7.3899
2089	0.03	0.8272	0.9131	-7.4107
2090	0.39	0.0175	0.1052	-4.0791
2091	0.9	0.0039	0.0391	-2.4912
2092	2.63	0	0	8.3944
2093	1.52	0	0.001	3.7125
2094	1.29	0.0001	0.0032	1.6665
2095	0.74	0.0036	0.0382	-2.4139
2096	0.64	0.0002	0.0063	0.6359
2097	0.35	0.0275	0.1443	-4.5426
2098	0.23	0.0634	0.2382	-5.3823
2099	0.11	0.5518	0.7585	-7.2272
2100	0.2	0.3651	0.6262	-6.9482
2101	0.48	0.1135	0.3423	-5.9422
2102	0.44	0.1451	0.4009	-6.1701
2103	0.12	0.538	0.7515	-7.2121
2104	0.02	0.7982	0.8985	-7.4001
2105	-0.02	0.8496	0.928	-7.4177
