Peak id	Log FC	P-value	Adjusted P-value	Log Odds
2106	0.03	0.7866	0.8927	-7.3954
2107	0.12	0.3982	0.6479	-7.0119
2108	0.16	0.3331	0.6016	-6.8786
2109	-0.15	0.1498	0.4053	-6.1992
2110	0.11	0.5245	0.7417	-7.1967
2111	-0.06	0.5722	0.7737	-7.2482
2112	-0.03	0.7386	0.8667	-7.3726
2113	0.05	0.5814	0.7785	-7.2572
2114	0.02	0.8575	0.9319	-7.42
2115	0.05	0.5814	0.7785	-7.2573
2116	0.06	0.4942	0.7214	-7.1594
2117	0.04	0.6479	0.8178	-7.3144
2118	0.01	0.9201	0.9631	-7.4333
2119	0.01	0.8968	0.9496	-7.4292
2120	0.11	0.2482	0.5267	-6.6415
2121	0.06	0.524	0.7415	-7.1962
2122	-0.01	0.9594	0.9819	-7.4377
2123	-0.06	0.5357	0.7492	-7.2096
2124	-0.01	0.9481	0.9753	-7.4367
2125	0.03	0.8318	0.9152	-7.4123
2126	-0.01	0.9108	0.9578	-7.4318
2127	0.08	0.4796	0.713	-7.14
2128	0.3	0.1745	0.441	-6.3369
2129	0.04	0.846	0.9246	-7.4167
2130	0.5	0.0008	0.0158	-0.7584
2131	0.79	0.0006	0.0132	-0.4419
2132	0.92	0.0006	0.0133	-0.4629
2133	0.97	0.0005	0.0124	-0.3476
2134	1.23	0.0007	0.0146	-0.6178
2135	0.67	0.0039	0.039	-2.4871
2136	0.64	0.0192	0.1125	-4.172
2137	0.84	0.001	0.0186	-1.0113
2138	0.63	0.0084	0.062	-3.3044
2139	0.98	0.0001	0.0031	1.7117
2140	-0.03	0.7389	0.8667	-7.3727
2141	0.36	0.2084	0.4812	-6.4927
2142	-0.04	0.6724	0.8325	-7.3322
2143	0.5	0.0268	0.1418	-4.5179
2144	0.16	0.3579	0.6187	-6.9334
2145	0.17	0.3473	0.6097	-6.9106
2146	0.13	0.4822	0.7151	-7.1435
2147	0.48	0.1943	0.4656	-6.4316
2148	0.11	0.2836	0.5589	-6.7513
2149	0.09	0.5223	0.7408	-7.1941
2150	0.43	0.3439	0.6081	-6.9031
2151	0.16	0.4451	0.6854	-7.0901
2152	0.45	0.2849	0.5592	-6.7549
2153	0.44	0.3825	0.6377	-6.9828
2154	0.43	0.2974	0.5719	-6.7895
2155	0.33	0.3893	0.6415	-6.9956
2156	0.1	0.3115	0.5817	-6.8262
2157	0.06	0.5148	0.7361	-7.1852
2158	0.12	0.3065	0.5788	-6.8136
2159	-0.32	0.0588	0.2274	-5.3077
2160	-0.28	0.4372	0.6814	-7.0778
2161	-0.24	0.6686	0.8322	-7.3295
2162	0.23	0.6119	0.7986	-7.2851
2163	-0.21	0.2201	0.4975	-6.5398
2164	-0.63	0.0878	0.2886	-5.6985
2165	-0.66	0.0034	0.0368	-2.3414
2166	-0.52	0.0952	0.3035	-5.7762
2167	-0.35	0.1894	0.4605	-6.4094
2168	0.74	0.06	0.23	-5.3275
2169	0.56	0.1066	0.3269	-5.8831
2170	-3.21	0	0.0001	6.7758
2171	-0.72	0.0191	0.1125	-4.169
2172	-2.19	0	0.0001	6.4345
2173	-1.91	0.0006	0.0127	-0.3868
2174	-2.18	0	0.0004	4.949
2175	-2.6	0	0.0005	4.9247
2176	-2.71	0.0001	0.004	1.334
2177	-1.78	0.0001	0.0029	1.8046
2178	-2.17	0.001	0.0193	-1.0758
2179	-2.21	0	0.0002	6.1999
2180	-2.58	0.0002	0.0055	1.6527
2181	0.56	0.0546	0.217	-5.2346
2182	0.54	0.0413	0.1833	-4.9547
2183	0.36	0.0692	0.2501	-5.468
2184	0.67	0.1154	0.3447	-5.9577
2185	0.73	0.004	0.0394	-2.5111
2186	0.42	0.037	0.1718	-4.846
2187	-2.65	0.0541	0.2158	-4.8988
2188	-1.09	0.021	0.1183	-4.2634
2189	-1.66	0.001	0.0192	-1.0683
2190	-1.77	0.0003	0.0078	0.2824
2191	0.29	0.1781	0.4459	-6.3548
2192	0.06	0.696	0.8476	-7.3478
2193	0.21	0.4138	0.6625	-7.0394
2194	0.03	0.6962	0.8476	-7.348
2195	0	0.9892	0.9943	-7.4392
2196	0.4	0.0087	0.0637	-3.3468
2197	0.1	0.4267	0.6728	-7.061
2198	-0.3	0.0992	0.3125	-5.8152
2199	0.14	0.2808	0.5574	-6.7433
2200	0.28	0.0675	0.2461	-5.4437
2201	0	0.9892	0.9943	-7.4392
2202	-0.03	0.8438	0.9243	-7.416
2203	-0.13	0.5311	0.7461	-7.2043
2204	0.33	0.0429	0.1867	-4.9933
2205	0.6	0.0633	0.2382	-5.3802
2206	-1.47	0.0008	0.0156	-0.7293
2207	-1.51	0.0018	0.0257	-1.6639
2208	-0.77	0.052	0.2119	-5.1854
2209	-0.86	0.0046	0.0435	-2.679
2210	0	0.9695	0.9852	-7.4384
2211	0.02	0.8626	0.9349	-7.4213
2212	-0.14	0.4323	0.6772	-7.0701
2213	-0.09	0.6114	0.7983	-7.2847
2214	-0.01	0.9457	0.9742	-7.4365
2215	-0.06	0.6509	0.8196	-7.3166
2216	-0.14	0.3151	0.5863	-6.8354
2217	-0.09	0.5381	0.7515	-7.2122
2218	0.03	0.8453	0.9246	-7.4165
2219	0.19	0.2263	0.5053	-6.5635
2220	0.03	0.7507	0.8735	-7.3788
2221	-0.02	0.8681	0.938	-7.4228
2222	0.08	0.3872	0.6406	-6.9916
2223	0.07	0.4817	0.715	-7.1428
2224	0.09	0.3226	0.5952	-6.8538
2225	-0.08	0.4119	0.661	-7.0362
2226	-0.06	0.5473	0.7545	-7.2224
2227	-0.1	0.4169	0.6647	-7.0447
2228	1.23	0.1596	0.4188	-6.2566
2229	0.08	0.3793	0.6353	-6.9766
2230	-0.07	0.4276	0.6732	-7.0625
2231	0.94	0.055	0.218	-5.2416
2232	0.3	0.4997	0.7249	-7.1664
2233	0.14	0.8138	0.9047	-7.406
2234	0.24	0.0666	0.2454	-5.4311
2235	0.16	0.2839	0.5589	-6.752
2236	0.12	0.6318	0.8116	-7.3017
2237	-0.14	0.2802	0.5573	-6.7416
2238	-0.22	0.2489	0.5268	-6.6439
2239	0.42	0.0106	0.0736	-3.5535
2240	-0.08	0.4036	0.6538	-7.0217
2241	-0.15	0.1213	0.3576	-6.0044
2242	-0.11	0.2427	0.5209	-6.6228
2243	-0.1	0.3427	0.6074	-6.9004
2244	-0.11	0.274	0.5503	-6.7233
2245	0.07	0.5476	0.7545	-7.2227
2246	-0.17	0.2618	0.5391	-6.686
2247	-0.12	0.2784	0.5561	-6.7362
2248	0.03	0.8053	0.9017	-7.4029
2249	-0.2	0.1059	0.3259	-5.8776
2250	-2.88	0	0.0005	4.6009
2251	-0.28	0.5442	0.7528	-7.219
2252	-0.12	0.8381	0.9203	-7.4143
2253	-0.32	0.5711	0.7735	-7.2472
2254	-0.16	0.754	0.8741	-7.3804
2255	0.8	0.0122	0.0797	-3.6983
2256	-2.97	0	0.0004	4.8617
2257	0.27	0.2041	0.4793	-6.4748
2258	-0.42	0.1621	0.4226	-6.2707
2259	-0.31	0.3078	0.5797	-6.8167
2260	0.83	0.0114	0.0772	-3.6341
2261	0.28	0.1745	0.441	-6.3368
2262	-0.02	0.9607	0.9825	-7.4378
2263	-0.18	0.1149	0.3447	-5.9537
2264	-0.38	0.3274	0.5985	-6.8652
2265	0.6	0.0038	0.0388	-2.4641
2266	0.74	0.0041	0.0404	-2.5572
2267	0.36	0.0047	0.0435	-2.6844
2268	0.68	0.0004	0.01	-0.0441
2269	0.86	0.0115	0.0774	-3.6383
2270	0.25	0.2929	0.5671	-6.7773
2271	0.24	0.3732	0.6308	-6.9645
2272	0.09	0.3354	0.6018	-6.8838
2273	0.03	0.7918	0.8954	-7.3976
2274	-0.07	0.6327	0.8119	-7.3025
2275	-0.04	0.7105	0.8513	-7.3568
2276	0.05	0.5241	0.7415	-7.1962
2277	-0.2	0.1898	0.4605	-6.4112
2278	-0.11	0.5188	0.7396	-7.19
2279	-0.18	0.2759	0.5525	-6.7289
2280	-0.31	0.0503	0.2085	-5.1534
2281	-0.12	0.4869	0.7186	-7.1498
2282	-0.11	0.4241	0.6706	-7.0568
2283	0.09	0.4531	0.69	-7.1022
2284	0.11	0.4852	0.7173	-7.1475
2285	0.79	0.1152	0.3447	-5.9565
2286	0.1	0.4593	0.6943	-7.1114
2287	0.31	0.0197	0.1137	-4.1984
2288	0.15	0.2353	0.5138	-6.5968
2289	0.17	0.2233	0.5016	-6.5522
2290	0.16	0.3704	0.6285	-6.9591
2291	0.08	0.5194	0.7396	-7.1908
2292	0.1	0.6356	0.8123	-7.3048
2293	0.16	0.4992	0.7249	-7.1659
2294	0.21	0.509	0.7321	-7.1781
2295	0.24	0.3184	0.5908	-6.8434
2296	0.22	0.4528	0.69	-7.1018
2297	0.14	0.6486	0.818	-7.3149
2298	0	0.9848	0.9936	-7.4391
2299	0.07	0.4193	0.6674	-7.0487
2300	0.07	0.4193	0.6674	-7.0487
2301	0.11	0.2485	0.5267	-6.6425
2302	-0.49	0.0735	0.2586	-5.5265
2303	-0.28	0.3472	0.6097	-6.9103
2304	-0.11	0.719	0.8569	-7.3618
2305	-1.96	0.0009	0.018	-0.7508
2306	-3.23	0	0.0024	2.2575
2307	0.93	0.0014	0.0231	-1.4076
2308	0.01	0.9483	0.9753	-7.4368
2309	0.02	0.8687	0.938	-7.4229
2310	-0.47	0.3866	0.6406	-6.9905
2311	0.06	0.5231	0.7415	-7.1951
2312	0.01	0.8794	0.9436	-7.4255
2313	0.22	0.1503	0.4056	-6.2024
2314	-0.54	0.011	0.0756	-3.5915
2315	-0.72	0.3574	0.618	-6.9322
2316	0	0.9872	0.9943	-7.4391
2317	-0.72	0.0466	0.1984	-5.0759
2318	0.01	0.9276	0.9663	-7.4343
2319	0.56	0.0462	0.197	-5.0678
2320	0.14	0.5918	0.7851	-7.2671
2321	0.03	0.7385	0.8667	-7.3725
2322	0.26	0.4229	0.6695	-7.0548
2323	0.74	0.0111	0.0759	-3.6051
2324	0.34	0.0874	0.2884	-5.6945
2325	0.02	0.9228	0.9645	-7.4337
2326	0.46	0.2338	0.5127	-6.5912
2327	-0.07	0.6336	0.812	-7.3032
2328	-0.07	0.7537	0.874	-7.3803
2329	0.07	0.6616	0.8273	-7.3245
2330	0.14	0.4439	0.6851	-7.0883
2331	0.3	0.3924	0.6434	-7.0014
2332	0.29	0.3603	0.6215	-6.9384
2333	0.33	0.2585	0.5357	-6.6752
2334	0.31	0.3173	0.5895	-6.8406
2335	0.13	0.4161	0.6638	-7.0434
2336	0.23	0.443	0.6851	-7.087
2337	0.15	0.4579	0.6928	-7.1093
2338	-3.18	0.0012	0.0209	-1.2251
2339	-1.62	0.0004	0.0109	0.0691
2340	-1.52	0.0004	0.0093	0.2862
2341	-1.94	0.0082	0.0612	-2.8632
2342	0.23	0.443	0.6851	-7.0869
2343	0.21	0.5515	0.7585	-7.2269
2344	0.77	0.0408	0.182	-4.9434
2345	0.08	0.8211	0.9089	-7.4086
2346	0.49	0.1411	0.3924	-6.1444
2347	0.35	0.3658	0.6264	-6.9497
2348	0.35	0.4373	0.6814	-7.078
2349	0.4	0.0262	0.1405	-4.4929
2350	0.6	0.0036	0.0378	-2.3981
2351	1.28	0.0717	0.2551	-5.5018
2352	0.74	0.0081	0.0607	-3.2668
2353	0.28	0.2937	0.5681	-6.7794
2354	0.29	0.5069	0.7307	-7.1755
2355	-0.64	0.0051	0.0458	-2.7866
2356	-1.02	0.0408	0.182	-4.9434
2357	-2.15	0.0001	0.0026	2.1179
2358	-1.55	0.0001	0.0046	1.0519
2359	0.02	0.8903	0.948	-7.4279
2360	-0.03	0.855	0.9311	-7.4193
2361	0.09	0.6272	0.8092	-7.298
2362	-0.08	0.645	0.8162	-7.3122
2363	-0.02	0.9008	0.9516	-7.43
2364	0	0.9917	0.995	-7.4392
2365	0.27	0.28	0.5573	-6.7409
2366	0.75	0.0032	0.0356	-2.2891
2367	0.83	0.0008	0.0158	-0.7684
2368	0.5	0.0279	0.1458	-4.5567
2369	0.58	0.0669	0.2454	-5.4344
2370	0.27	0.1367	0.3854	-6.1153
2371	0.42	0.2138	0.4902	-6.5147
2372	0.27	0.1869	0.4583	-6.3975
2373	0.52	0.0061	0.0513	-2.9641
2374	0.35	0.1018	0.3174	-5.8395
2375	-0.16	0.0842	0.2814	-5.6586
2376	-0.25	0.6204	0.8043	-7.2924
2377	-0.38	0.5105	0.7326	-7.18
2378	-0.16	0.7266	0.8603	-7.366
2379	0.37	0.7946	0.8954	-7.3987
2380	0.07	0.8767	0.9426	-7.4249
2381	0.03	0.8109	0.9023	-7.405
2382	0.01	0.9286	0.9668	-7.4345
2383	0.33	0.0854	0.2838	-5.6715
2384	-0.08	0.3458	0.6094	-6.9072
2385	-0.14	0.2793	0.5573	-6.739
2386	0.08	0.5832	0.7793	-7.259
2387	0.1	0.4302	0.6754	-7.0668
2388	-0.05	0.881	0.9443	-7.4259
2389	0.03	0.7419	0.8681	-7.3743
2390	0.02	0.874	0.9417	-7.4242
2391	-0.65	0.0403	0.1817	-4.9305
2392	-0.97	0.0063	0.0519	-3.0078
2393	-0.07	0.3957	0.6453	-7.0075
2394	0.35	0.3041	0.5765	-6.8072
2395	0.01	0.89	0.948	-7.4278
2396	0.22	0.1083	0.3299	-5.8982
2397	0.05	0.8102	0.9023	-7.4047
2398	0.8	0.0053	0.0465	-2.8133
2399	-1.42	0.0005	0.011	-0.1722
2400	0.26	0.4555	0.6919	-7.1059
2401	0.38	0.2938	0.5681	-6.7798
2402	-0.06	0.5787	0.7779	-7.2546
2403	-0.99	0.0484	0.2037	-5.1145
2404	-0.77	0.1311	0.3756	-6.0766
2405	-0.57	0.1761	0.4429	-6.3447
2406	-0.08	0.733	0.8638	-7.3696
2407	0.3	0.4373	0.6814	-7.0781
2408	0.69	0.1328	0.3784	-6.0891
2409	0.67	0.049	0.2055	-5.1261
2410	0.71	0.0331	0.1621	-4.732
2411	0.49	0.0537	0.2145	-5.218
2412	0.56	0.0599	0.23	-5.3261
2413	0.3	0.2203	0.4975	-6.5405
2414	0.54	0.0015	0.0236	-1.4606
2415	0.23	0.0587	0.2272	-5.3057
2416	0.77	0.0021	0.0273	-1.806
2417	0.77	0.0624	0.2359	-5.3657
2418	0.49	0.0343	0.1653	-4.7692
2419	0.85	0.0049	0.0449	-2.7332
2420	-0.01	0.8862	0.9466	-7.427
2421	0.14	0.3122	0.5822	-6.8281
2422	-0.34	0.5879	0.7818	-7.2634
2423	-0.62	0.1247	0.3629	-6.0301
2424	-1.87	0.0065	0.0528	-3.0338
2425	-1.14	0.0747	0.261	-5.5426
2426	-1.21	0.0523	0.2119	-5.1916
2427	-0.91	0.0525	0.2123	-5.196
2428	-1.17	0.0002	0.0053	0.8511
2429	0.34	0.5826	0.7788	-7.2584
2430	0.02	0.8627	0.9349	-7.4214
2431	-0.52	0.0419	0.1841	-4.9695
2432	-0.6	0.0358	0.1692	-4.8127
2433	-1.41	0.0575	0.2251	-5.2856
2434	-0.49	0.0347	0.166	-4.7803
2435	-0.48	0.0338	0.164	-4.7543
2436	-0.09	0.532	0.7467	-7.2054
2437	-1.05	0.0006	0.0132	-0.4413
2438	0.23	0.4675	0.7026	-7.1232
2439	-0.01	0.9812	0.992	-7.439
2440	0.17	0.4747	0.7099	-7.1332
2441	-0.06	0.5441	0.7528	-7.2188
2442	0.14	0.1624	0.4227	-6.2721
2443	-0.15	0.394	0.6445	-7.0044
2444	-0.28	0.4497	0.6877	-7.0972
2445	-0.48	0.3364	0.603	-6.8862
2446	-0.23	0.5068	0.7307	-7.1754
2447	-0.13	0.6625	0.8276	-7.3252
2448	0.73	0.0132	0.0852	-3.7871
2449	0.27	0.5691	0.7729	-7.2451
2450	-0.13	0.5296	0.7453	-7.2026
2451	-0.01	0.9686	0.9848	-7.4384
2452	0.02	0.8575	0.9319	-7.42
2453	0.04	0.9439	0.9733	-7.4363
2454	0.13	0.7696	0.8835	-7.3879
2455	-1.54	0.0323	0.1601	-4.7063
2456	-0.52	0.4381	0.6814	-7.0793
2457	-0.04	0.8022	0.8998	-7.4017
2458	0.04	0.643	0.8162	-7.3106
2459	-0.16	0.4225	0.6695	-7.054
2460	0.21	0.3531	0.6137	-6.9231
2461	0.2	0.3927	0.6434	-7.0019
2462	0.27	0.3326	0.6016	-6.8773
2463	0.3	0.2959	0.5704	-6.7854
2464	0.22	0.2916	0.5656	-6.7737
2465	0.32	0.2558	0.5326	-6.6667
2466	-1.79	0.0007	0.0153	-0.6977
2467	-1.04	0.0057	0.0485	-2.8915
2468	-1.58	0.0012	0.0211	-1.0514
2469	-2.18	0.0061	0.0514	-2.9713
2470	-0.65	0.1722	0.4369	-6.3248
2471	-0.58	0.1011	0.3168	-5.8331
2472	-0.19	0.518	0.7393	-7.1891
2473	-1.54	0.0017	0.0254	-1.6054
2474	-0.6	0.0747	0.261	-5.5426
2475	0.07	0.5427	0.7524	-7.2174
2476	0.74	0.022	0.1233	-4.3143
2477	0.41	0.0926	0.2974	-5.7496
2478	0.28	0.3441	0.6082	-6.9036
2479	0.1	0.4832	0.7159	-7.1449
2480	0.35	0.2448	0.5231	-6.6298
2481	0.1	0.4914	0.7202	-7.1558
2482	0.04	0.7384	0.8667	-7.3724
2483	0.64	0.2047	0.4793	-6.4773
2484	0.12	0.2084	0.4812	-6.4929
2485	-0.59	0.2294	0.5094	-6.5752
2486	-0.85	0.0669	0.2454	-5.4341
2487	-1.08	0.0072	0.0566	-3.1434
2488	0.86	0.0067	0.054	-3.0715
2489	0.74	0.0078	0.0596	-3.2265
2490	0.85	0.0428	0.1867	-4.9922
2491	0.34	0.2593	0.5366	-6.6778
2492	-1.28	0.0011	0.0199	-1.1374
2493	0.14	0.3005	0.5753	-6.7976
2494	-0.06	0.5297	0.7453	-7.2028
2495	0.02	0.8972	0.9496	-7.4293
2496	-0.39	0.1651	0.4254	-6.2869
2497	-1.21	0.0244	0.1341	-4.4219
2498	0.04	0.6689	0.8322	-7.3297
2499	-1.02	0.0008	0.016	-0.799
2500	0.29	0.2402	0.5191	-6.6141
2501	0.39	0.0579	0.2262	-5.2928
2502	0.94	0.006	0.0508	-2.9515
2503	0.42	0.0285	0.1472	-4.5784
2504	0.97	0.0003	0.0078	0.2987
2505	1.41	0.0013	0.0213	-1.2975
2506	1	0.0001	0.0041	1.2982
2507	0.05	0.7823	0.8905	-7.3935
2508	-0.12	0.1911	0.462	-6.4171
2509	-0.33	0.4932	0.7211	-7.158
2510	-0.43	0.207	0.4808	-6.4868
2511	-0.14	0.7011	0.8478	-7.3511
2512	0.27	0.1461	0.4023	-6.1763
2513	0.04	0.9208	0.9631	-7.4334
2514	0.57	0.1832	0.4535	-6.3798
2515	0.3	0.5221	0.7408	-7.1939
2516	1.15	0.0498	0.2072	-5.1424
2517	0.84	0.0528	0.2128	-5.2018
2518	-0.22	0.3378	0.6044	-6.8893
2519	-0.49	0.1933	0.4652	-6.4272
2520	-0.16	0.2418	0.5203	-6.6195
2521	-0.12	0.6474	0.8178	-7.314
2522	-0.36	0.4673	0.7026	-7.123
2523	-0.33	0.1137	0.3423	-5.9437
2524	-0.34	0.0099	0.0698	-3.4862
2525	-0.44	0.2024	0.4773	-6.4672
2526	0.67	0.0005	0.0123	-0.3178
2527	0.15	0.4682	0.7033	-7.1242
2528	0.12	0.6012	0.7908	-7.2756
2529	-0.69	0.0022	0.0287	-1.8947
2530	-0.3	0.3404	0.6063	-6.8953
2531	-0.42	0.2641	0.5407	-6.693
2532	0.43	0.0011	0.0194	-1.0873
2533	0.33	0.0053	0.0465	-2.8129
2534	0.04	0.6437	0.8162	-7.3112
2535	-0.36	0.4095	0.6596	-7.032
2536	-0.73	0.0704	0.2518	-5.4845
2537	-0.17	0.5447	0.7528	-7.2196
2538	0.09	0.6995	0.8476	-7.35
2539	0.03	0.8376	0.9201	-7.4141
2540	0.16	0.168	0.4301	-6.303
2541	-0.2	0.1471	0.4023	-6.1828
2542	0.29	0.1226	0.3603	-6.0148
2543	-0.35	0.0497	0.2072	-5.14
2544	0.22	0.0702	0.2518	-5.4816
2545	0.04	0.9015	0.9518	-7.4301
2546	0.07	0.5105	0.7326	-7.18
2547	0.22	0.3636	0.6247	-6.9452
2548	-0.56	0.0121	0.0797	-3.6935
2549	0.24	0.3955	0.6453	-7.007
2550	-0.84	0.0425	0.1858	-4.9853
2551	-0.5	0.1288	0.3716	-6.0606
2552	-2.16	0.0032	0.0356	-2.2909
2553	-1.99	0.0038	0.0388	-1.6051
2554	-0.53	0.1876	0.4587	-6.401
2555	0.06	0.5451	0.753	-7.22
2556	0.06	0.4885	0.7194	-7.1519
2557	0.37	0.261	0.5389	-6.6834
2558	0.06	0.481	0.7144	-7.1419
2559	0.17	0.3743	0.6313	-6.9667
2560	-0.14	0.306	0.5785	-6.8122
2561	-0.11	0.6019	0.7908	-7.2763
2562	1.66	0.0046	0.0432	-2.6616
2563	1.07	0.0854	0.2838	-5.6719
2564	0.8	0.0382	0.1752	-4.8759
2565	0.68	0.0635	0.2382	-5.3835
2566	0.65	0.012	0.0797	-3.6879
2567	0.51	0.0238	0.1316	-4.3936
2568	0.79	0.028	0.1463	-4.562
2569	0.57	0.0358	0.1692	-4.8103
2570	-2.52	0	0.0001	8.148
2571	-1.94	0.0001	0.0044	1.1247
2572	0.25	0.28	0.5573	-6.741
2573	0.37	0.051	0.2103	-5.1675
2574	0.26	0.2503	0.5277	-6.6485
2575	0.4	0.3079	0.5797	-6.8172
2576	-1.47	0.0876	0.2884	-5.6962
2577	0.1	0.6479	0.8178	-7.3143
2578	0.5	0.1604	0.42	-6.2613
2579	0.52	0.0358	0.1692	-4.8123
2580	0.61	0.0202	0.1153	-4.224
2581	0.43	0.126	0.3652	-6.0403
2582	-0.91	0.0445	0.1918	-5.0311
2583	-1.58	0.0013	0.0211	-1.2746
2584	-0.47	0.1567	0.4149	-6.2398
2585	-0.96	0.0197	0.1137	-4.1974
2586	-0.01	0.9734	0.9869	-7.4386
2587	-0.2	0.6986	0.8476	-7.3495
2588	0.38	0.0107	0.0737	-3.5627
2589	-0.37	0.2912	0.5656	-6.7727
2590	-0.47	0.2022	0.4773	-6.4666
2591	0	0.9993	0.9993	-7.4393
2592	0.4	0.1487	0.4043	-6.1924
2593	0.04	0.9199	0.9631	-7.4332
2594	0.59	0.1243	0.3629	-6.0272
2595	-1.32	0.0566	0.2228	-5.2704
2596	-0.65	0.0187	0.1105	-4.1435
2597	-0.52	0.0046	0.0435	-2.6793
2598	-0.43	0.1371	0.3858	-6.118
2599	0.51	0.0598	0.23	-5.3238
2600	0.49	0.0829	0.2785	-5.6434
2601	-0.01	0.892	0.9491	-7.4282
2602	-0.06	0.5267	0.7439	-7.1993
2603	-0.41	0.3232	0.5953	-6.8552
2604	-0.84	0.0783	0.268	-5.5884
2605	0.1	0.7035	0.8487	-7.3525
2606	-0.22	0.6021	0.7908	-7.2765
2607	0.27	0.5141	0.7357	-7.1843
2608	0.69	0.19	0.4606	-6.4121
2609	1.77	0.0051	0.0455	-2.7725
2610	0.59	0.0581	0.2262	-5.2964
2611	-0.63	0.0325	0.1607	-4.7137
2612	-0.24	0.427	0.6729	-7.0615
2613	-0.18	0.2336	0.5127	-6.5906
2614	-0.2	0.1691	0.4311	-6.3083
2615	-2.17	0.0001	0.0031	1.7179
2616	0.32	0.231	0.5103	-6.5809
2617	0.71	0.0823	0.2771	-5.6364
2618	0.78	0.0167	0.1016	-4.0286
2619	0.41	0.2147	0.491	-6.5186
2620	0.47	0.1782	0.4459	-6.3551
2621	0.01	0.9641	0.9831	-7.4381
2622	0.17	0.4754	0.7108	-7.1343
2623	-0.17	0.565	0.7703	-7.2409
2624	-0.13	0.4512	0.6894	-7.0995
